AA19 心脏移植
EZ1A 其他呼吸系统疾患，伴严重或一般并发症与合并症
EZ15 其他呼吸系统疾患，不伴并发症或合并症
FB19 瓣膜手术伴冠脉手术
FB21 心脏瓣膜手术，伴有严重并发症或合并症
FB2B 心脏瓣膜手术，不伴严重并发症与合并症
FC11 冠状动脉手术，伴有严重并发症或合并症
FC1B 冠状动脉手术，不伴严重并发症与合并症
FD19 先天性心脏病复杂手术
FD2A 先天性心脏病常规手术，伴严重或一般并发症与合并症
FD25 先天性心脏病常规手术，不伴并发症或合并症
FD39 先天性心脏病介入治疗
FE19 大血管手术伴介入操作
FE29 大血管手术
FF1A 大隐静脉和小隐静脉手术，伴严重或一般并发症与合并症
FF15 大隐静脉和小隐静脉手术，不伴并发症或合并症
FF29 外周血管手术伴介入操作
FF31 外周血管（除大隐静脉外）其他的手术，伴有严重并发症或合并症
FF33 外周血管（除大隐静脉外）其他的手术，伴有并发症或合并症
FF35 外周血管（除大隐静脉外）其他的手术，不伴并发症或合并症
FJ19 循环系统其他手术
FK19 伴急性心肌梗塞／心衰／休克的心脏除颤器及心室同步
FK29 不伴急性心肌梗塞／心衰／休克的心脏除颤器及心室同步
FK39 永久性起搏器植入／置换／更新
FL19 经皮心脏消融术伴房颤和／或房扑
FL2A 经皮心脏消融术除房扑、房颤外其他心律失常，伴严重或一般并发症与合并症
FL25 经皮心脏消融术除房扑、房颤外其他心律失常，不伴并发症或合并症
FL39 经皮瓣膜植入或修复术
FM11 经皮冠状动脉支架植入，伴有严重并发症或合并症
FM1B 经皮冠状动脉支架植入，不伴严重并发症与合并症
FM21 其他经皮心血管治疗，伴有严重并发症或合并症
FM2B 其他经皮心血管治疗，不伴严重并发症与合并症
FM31 经皮心导管检查操作，伴有严重并发症或合并症
FM3B 经皮心导管检查操作，不伴严重并发症与合并症
FM49 经皮大血管支架置入或修复术
FN19 外周动静脉复杂经皮血管内检查和／或治疗
FN29 外周动静脉经皮血管内检查和／或治疗
FP19 心力衰竭、休克伴操作性治疗
FQY F_歧义组
FR11 急性心肌梗死，伴有严重并发症或合并症
FR13 急性心肌梗死，伴有并发症或合并症
FR15 急性心肌梗死，不伴并发症或合并症
FR21 心力衰竭、休克，伴有严重并发症或合并症
FR23 心力衰竭、休克，伴有并发症或合并症
FR25 心力衰竭、休克，不伴并发症或合并症
FR3A 心绞痛，伴严重或一般并发症与合并症
FR35 心绞痛，不伴并发症或合并症
FR4A 冠状动脉粥样硬化／血栓／闭塞，伴严重或一般并发症与合并症
FR45 冠状动脉粥样硬化／血栓／闭塞，不伴并发症或合并症
FT11 心肌病，伴有严重并发症或合并症
FT13 心肌病，伴有并发症或合并症
FT15 心肌病，不伴并发症或合并症
FT29 感染性心内膜炎
FT3A 瓣膜疾患，伴严重或一般并发症与合并症
FT35 瓣膜疾患，不伴并发症或合并症
FT4A 心包疾病，伴严重或一般并发症与合并症
FT45 心包疾病，不伴并发症或合并症
FU1A 严重心律失常及心脏停搏，伴严重或一般并发症与合并症
FU15 严重心律失常及心脏停搏，不伴并发症或合并症
FU2A 心律失常及传导障碍，伴严重或一般并发症与合并症
FU25 心律失常及传导障碍，不伴并发症或合并症
FV1A 先天性心脏病，伴严重或一般并发症与合并症
FV15 先天性心脏病，不伴并发症或合并症
FV2A 高血压，伴严重或一般并发症与合并症
FV25 高血压，不伴并发症或合并症
FV31 晕厥及／或虚脱，伴有严重并发症或合并症
FV33 晕厥及／或虚脱，伴有并发症或合并症
FV35 晕厥及／或虚脱，不伴并发症或合并症
FW19 动脉疾患
FW29 静脉疾患
FZ11 其他循环系统疾患，伴有严重并发症或合并症
FZ13 其他循环系统疾患，伴有并发症或合并症
FZ15 其他循环系统疾患，不伴并发症或合并症
GB11 食管、胃、十二指肠大手术，伴有严重并发症或合并症
GB13 食管、胃、十二指肠大手术，伴有并发症或合并症
GB15 食管、胃、十二指肠大手术，不伴并发症或合并症
GB21 小肠、大肠（含直肠）的大手术，伴有严重并发症或合并症
GB23 小肠、大肠（含直肠）的大手术，伴有并发症或合并症
GB25 小肠、大肠（含直肠）的大手术，不伴并发症或合并症
GC11 食管、胃、十二指肠其他手术，伴有严重并发症或合并症
GC13 食管、胃、十二指肠其他手术，伴有并发症或合并症
GC15 食管、胃、十二指肠其他手术，不伴并发症或合并症
GC21 小肠、大肠（含直肠）的其他手术，伴有严重并发症或合并症
GC23 小肠、大肠（含直肠）的其他手术，伴有并发症或合并症
GC25 小肠、大肠（含直肠）的其他手术，不伴并发症或合并症
GD11 伴穿孔、化脓、坏疽等阑尾切除术，伴有严重并发症或合并症
GD13 伴穿孔、化脓、坏疽等阑尾切除术，伴有并发症或合并症
GD15 伴穿孔、化脓、坏疽等阑尾切除术，不伴并发症或合并症
GD21 阑尾切除术，伴有严重并发症或合并症
GD23 阑尾切除术，伴有并发症或合并症
GD25 阑尾切除术，不伴并发症或合并症
GE1A 腹股沟及腹疝手术，伴严重或一般并发症与合并症
GE15 腹股沟及腹疝手术，不伴并发症或合并症
GE29 疝其他手术
GF11 肛管、肛门及肛周手术，伴有严重并发症或合并症
GF1B 肛管、肛门及肛周手术，不伴严重并发症与合并症
GF2A 直肠其他手术，伴严重或一般并发症与合并症
GF25 直肠其他手术，不伴并发症或合并症
GG1A 腹腔／盆腔内粘连松解术，伴严重或一般并发症与合并症
GG15 腹腔／盆腔内粘连松解术，不伴并发症或合并症
GJ11 消化系统其他手术，伴有严重并发症或合并症
GJ13 消化系统其他手术，伴有并发症或合并症
GJ15 消化系统其他手术，不伴并发症或合并症
GK1A 消化系统其他内镜治疗操作，伴严重或一般并发症与合并症
GK15 消化系统其他内镜治疗操作，不伴并发症或合并症
GK21 胃镜治疗操作，伴有严重并发症或合并症
GK23 胃镜治疗操作，伴有并发症或合并症
GK25 胃镜治疗操作，不伴并发症或合并症
GK31 结肠镜治疗操作，伴有严重并发症或合并症
GK33 结肠镜治疗操作，伴有并发症或合并症
GK35 结肠镜治疗操作，不伴并发症或合并症
GQY G_歧义组
GR1A 消化系统恶性肿瘤，伴严重或一般并发症与合并症
GR15 消化系统恶性肿瘤，不伴并发症或合并症
GS11 胃肠出血，伴有严重并发症或合并症
GS13 胃肠出血，伴有并发症或合并症
GS15 胃肠出血，不伴并发症或合并症
GT1A 炎症性肠病，伴严重或一般并发症与合并症
GT15 炎症性肠病，不伴并发症或合并症
GU19 消化道溃疡伴穿孔
GU21 其他消化溃疡，伴有严重并发症或合并症
GU23 其他消化溃疡，伴有并发症或合并症
GU25 其他消化溃疡，不伴并发症或合并症
GV11 消化道梗阻或腹痛，伴有严重并发症或合并症
GV13 消化道梗阻或腹痛，伴有并发症或合并症
GV15 消化道梗阻或腹痛，不伴并发症或合并症
GW19 食管炎、胃肠炎
GZ1A 其他消化系统诊断，伴严重或一般并发症与合并症
GZ15 其他消化系统诊断，不伴并发症或合并症
HB11 胰、肝切除和／或分流手术，伴有严重并发症或合并症
HB13 胰、肝切除和／或分流手术，伴有并发症或合并症
HB15 胰、肝切除和／或分流手术，不伴并发症或合并症
HC11 胆总管手术，伴有严重并发症或合并症
HC13 胆总管手术，伴有并发症或合并症
HC15 胆总管手术，不伴并发症或合并症
HC21 胆囊切除手术，伴有严重并发症或合并症
HC23 胆囊切除手术，伴有并发症或合并症
HC25 胆囊切除手术，不伴并发症或合并症
HC3A 除胆囊切除术以外的胆道手术，伴严重或一般并发症与合并症
HC35 除胆囊切除术以外的胆道手术，不伴并发症或合并症
HJ11 与肝、胆或胰腺疾患有关的其他手术，伴有严重并发症或合并症
HJ1B 与肝、胆或胰腺疾患有关的其他手术，不伴严重并发症与合并症
HK19 食管曲张静脉出血的治疗性内镜操作
HL11 肝胆胰系统的治疗性操作，伴有严重并发症或合并症
HL13 肝胆胰系统的治疗性操作，伴有并发症或合并症
HL15 肝胆胰系统的治疗性操作，不伴并发症或合并症
HL21 肝胆胰系统的诊断性操作，伴有严重并发症或合并症
HL23 肝胆胰系统的诊断性操作，伴有并发症或合并症
HL25 肝胆胰系统的诊断性操作，不伴并发症或合并症
HQY H_歧义组
HR1A 肝胆胰系统恶性肿瘤，伴严重或一般并发症与合并症
HR15 肝胆胰系统恶性肿瘤，不伴并发症或合并症
HS11 肝功能衰竭，伴有严重并发症或合并症
HS13 肝功能衰竭，伴有并发症或合并症
HS15 肝功能衰竭，不伴并发症或合并症
HS21 肝硬化，伴有严重并发症或合并症
HS23 肝硬化，伴有并发症或合并症
HS25 肝硬化，不伴并发症或合并症
HS31 病毒性肝炎，伴有严重并发症或合并症
HS3B 病毒性肝炎，不伴严重并发症与合并症
HT19 重症胰腺炎
HT2A 急性胰腺炎，伴严重或一般并发症与合并症
HT25 急性胰腺炎，不伴并发症或合并症
HU11 急性胆道疾患，伴有严重并发症或合并症
HU13 急性胆道疾患，伴有并发症或合并症
HU15 急性胆道疾患，不伴并发症或合并症
HZ11 其他肝脏疾病，伴有严重并发症或合并症
HZ13 其他肝脏疾病，伴有并发症或合并症
HZ15 其他肝脏疾病，不伴并发症或合并症
HZ2A 胆道其他疾病，伴严重或一般并发症与合并症
HZ25 胆道其他疾病，不伴并发症或合并症
HZ31 胰腺其他疾病，伴有严重并发症或合并症
HZ33 胰腺其他疾病，伴有并发症或合并症
HZ35 胰腺其他疾病，不伴并发症或合并症
IB1A 复杂脊柱疾患或3节段及以上脊柱融合手术或翻修手术，伴严重或一般并发症与合并症
IB15 复杂脊柱疾患或3节段及以上脊柱融合手术或翻修手术，不伴并发症或合并症
IB29 脊柱2节段及以下脊柱融合术
IB31 与脊柱有关的其他手术，伴有严重并发症或合并症
IB3B 与脊柱有关的其他手术，不伴严重并发症与合并症
IC19 髋、肩、膝、肘和踝关节假体翻修／修正手术
IC29 髋、肩、膝、肘和踝关节置换术
IC39 除置换／翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术
IC4A 除置换／翻修外的髋、肩、膝、肘、踝和足部关节其他手术，伴严重或一般并发症与合并症
IC45 除置换／翻修外的髋、肩、膝、肘、踝和足部关节其他手术，不伴并发症或合并症
ID19 小关节手术
IE19 骨盆髋臼手术
IF11 上肢骨手术，伴有严重并发症或合并症
IF13 上肢骨手术，伴有并发症或合并症
IF15 上肢骨手术，不伴并发症或合并症
IF29 手外科手术
IF31 股骨手术，伴有严重并发症或合并症
IF33 股骨手术，伴有并发症或合并症
IF35 股骨手术，不伴并发症或合并症
IF4A 除股骨以外的下肢骨手术，伴严重或一般并发症与合并症
IF45 除股骨以外的下肢骨手术，不伴并发症或合并症
IF5A 骨科固定装置去除／修正术，伴严重或一般并发症与合并症
IF55 骨科固定装置去除／修正术，不伴并发症或合并症
IG1A 周围神经手术，伴严重或一般并发症与合并症
IG15 周围神经手术，不伴并发症或合并症
IH1A 肌肉、肌腱手术，伴严重或一般并发症与合并症
IH15 肌肉、肌腱手术，不伴并发症或合并症
IJ11 骨骼肌肉系统的其他手术，伴有严重并发症或合并症
IJ13 骨骼肌肉系统的其他手术，伴有并发症或合并症
IJ15 骨骼肌肉系统的其他手术，不伴并发症或合并症
IQY I_歧义组
IR19 骨盆骨折
IR29 股骨骨折
IS19 前臂、腕、手或足损伤
IS29 除前臂、腕、手足外的损伤
IT19 骨髓炎
IT21 慢性炎症性肌肉骨骼结缔组织疾患，伴有严重并发症或合并症
IT23 慢性炎症性肌肉骨骼结缔组织疾患，伴有并发症或合并症
IT25 慢性炎症性肌肉骨骼结缔组织疾患，不伴并发症或合并症
IT39 感染性关节炎
IU19 骨病及其他关节病
IU2A 颈腰背疾患，伴严重或一般并发症与合并症
IU25 颈腰背疾患，不伴并发症或合并症
IU3A 骨骼、肌肉、结缔组织恶性病损、病理性骨折，伴严重或一般并发症与合并症
IU35 骨骼、肌肉、结缔组织恶性病损、病理性骨折，不伴并发症或合并症
IV19 除脊柱外先天性骨骼肌肉系统疾患
IZ1A 肌肉骨骼系统植入物／假体的康复照护，伴严重或一般并发症与合并症
IZ15 肌肉骨骼系统植入物／假体的康复照护，不伴并发症或合并症
IZ21 骨骼、肌肉、肌腱、结缔组织的其他疾患，伴有严重并发症或合并症
IZ23 骨骼、肌肉、肌腱、结缔组织的其他疾患，伴有并发症或合并症
IZ25 骨骼、肌肉、肌腱、结缔组织的其他疾患，不伴并发症或合并症
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA29 乳房恶性肿瘤根治性切除术
JB19 乳房成型手术
JB2A 乳腺切除手术，伴严重或一般并发症与合并症
JB25 乳腺切除手术，不伴并发症或合并症
JB3A 其他乳房手术，伴严重或一般并发症与合并症
JB35 其他乳房手术，不伴并发症或合并症
JC19 颜面及其他皮肤、皮下组织成型术
JD1A 皮肤移植手术，伴严重或一般并发症与合并症
JD15 皮肤移植手术，不伴并发症或合并症
JD29 皮肤清创手术
JJ11 皮肤、皮下组织的其他手术，伴有严重并发症或合并症
JJ13 皮肤、皮下组织的其他手术，伴有并发症或合并症
JJ15 皮肤、皮下组织的其他手术，不伴并发症或合并症
JQY J_歧义组
JR11 乳房恶性肿瘤，伴有严重并发症或合并症
JR13 乳房恶性肿瘤，伴有并发症或合并症
JR15 乳房恶性肿瘤，不伴并发症或合并症
JR29 皮肤、皮下组织的恶性肿瘤
JS11 重大皮肤疾患，伴有严重并发症或合并症
JS1B 重大皮肤疾患，不伴严重并发症与合并症
JS29 炎症性皮肤病
JT19 乳房、皮肤、皮下组织创伤
JU11 感染性皮肤病，伴有严重并发症或合并症
JU13 感染性皮肤病，伴有并发症或合并症
JU15 感染性皮肤病，不伴并发症或合并症
JV1A 皮肤、皮下组织的非恶性增生性病变，伴严重或一般并发症与合并症
JV15 皮肤、皮下组织的非恶性增生性病变，不伴并发症或合并症
JV2A 乳房良性病变，伴严重或一般并发症与合并症
JV25 乳房良性病变，不伴并发症或合并症
JZ19 其他皮肤及乳腺疾患
KB19 肾上腺手术
KC19 垂体手术
KD1A 甲状腺大手术，伴严重或一般并发症与合并症
KD15 甲状腺大手术，不伴并发症或合并症
KD2A 甲状旁腺、甲状舌管及甲状腺其他手术，伴严重或一般并发症与合并症
KD25 甲状旁腺、甲状舌管及甲状腺其他手术，不伴并发症或合并症
KE19 减重手术
KJ19 因内分泌、营养、代谢疾患的其他手术
KQY K_歧义组
KR19 内分泌腺体肿瘤
KS11 糖尿病，伴有严重并发症或合并症
KS1B 糖尿病，不伴严重并发症与合并症
KT1A 内分泌、营养、代谢疾病，伴严重或一般并发症与合并症
KT15 内分泌、营养、代谢疾病，不伴并发症或合并症
KU11 营养失调，伴有严重并发症或合并症
KU1B 营养失调，不伴严重并发症与合并症
KV1A 先天性代谢异常，伴严重或一般并发症与合并症
KV15 先天性代谢异常，不伴并发症或合并症
KZ11 其他代谢疾患，伴有严重并发症或合并症
KZ1B 其他代谢疾患，不伴严重并发症与合并症
LA1A 肾脏肿瘤手术，伴严重或一般并发症与合并症
LA15 肾脏肿瘤手术，不伴并发症或合并症
LA21 膀胱肿瘤手术，伴有严重并发症或合并症
LA23 膀胱肿瘤手术，伴有并发症或合并症
LA25 膀胱肿瘤手术，不伴并发症或合并症
LB19 肾脏结石手术
LB21 肾脏其他手术，伴有严重并发症或合并症
LB23 肾脏其他手术，伴有并发症或合并症
LB25 肾脏其他手术，不伴并发症或合并症
LC1A 输尿管手术，伴严重或一般并发症与合并症
LC15 输尿管手术，不伴并发症或合并症
LD11 膀胱其他手术，伴有严重并发症或合并症
LD13 膀胱其他手术，伴有并发症或合并症
LD15 膀胱其他手术，不伴并发症或合并症
LE19 尿道手术
LF11 肾透析相关手术，伴有严重并发症或合并症
LF13 肾透析相关手术，伴有并发症或合并症
LF15 肾透析相关手术，不伴并发症或合并症
LJ11 泌尿系统其他手术，伴有严重并发症或合并症
LJ13 泌尿系统其他手术，伴有并发症或合并症
LJ15 泌尿系统其他手术，不伴并发症或合并症
LL11 肾透析，伴有严重并发症或合并症
LL13 肾透析，伴有并发症或合并症
LL15 肾透析，不伴并发症或合并症
LQY L_歧义组
LR11 肾功能不全，伴有严重并发症或合并症
LR13 肾功能不全，伴有并发症或合并症
LR15 肾功能不全，不伴并发症或合并症
LS11 肾炎及肾病，伴有严重并发症或合并症
LS1B 肾炎及肾病，不伴严重并发症与合并症
LT1A 肾及尿路肿瘤，伴严重或一般并发症与合并症
LT15 肾及尿路肿瘤，不伴并发症或合并症
LU11 肾及尿路感染，伴有严重并发症或合并症
LU13 肾及尿路感染，伴有并发症或合并症
LU15 肾及尿路感染，不伴并发症或合并症
LV1A 代谢性肾病，伴严重或一般并发症与合并症
LV15 代谢性肾病，不伴并发症或合并症
LW11 肾、尿路体征及症状，伴有严重并发症或合并症
LW13 肾、尿路体征及症状，伴有并发症或合并症
LW15 肾、尿路体征及症状，不伴并发症或合并症
LX11 尿路结石、阻塞及尿道狭窄，伴有严重并发症或合并症
LX13 尿路结石、阻塞及尿道狭窄，伴有并发症或合并症
LX15 尿路结石、阻塞及尿道狭窄，不伴并发症或合并症
LZ11 肾及泌尿系统其他疾患，伴有严重并发症或合并症
LZ13 肾及泌尿系统其他疾患，伴有并发症或合并症
LZ15 肾及泌尿系统其他疾患，不伴并发症或合并症
MA1A 男性生殖器官恶性肿瘤手术，伴严重或一般并发症与合并症
MA15 男性生殖器官恶性肿瘤手术，不伴并发症或合并症
MB19 前列腺手术
MC19 阴茎手术
MD1A 睾丸手术，伴严重或一般并发症与合并症
MD15 睾丸手术，不伴并发症或合并症
MJ1A 其他男性生殖系统手术，伴严重或一般并发症与合并症
MJ15 其他男性生殖系统手术，不伴并发症或合并症
MQY M_歧义组
MR19 男性生殖系统恶性肿瘤
MS1A 男性生殖系统炎症，伴严重或一般并发症与合并症
MS15 男性生殖系统炎症，不伴并发症或合并症
MZ1A 其他男性生殖系统疾患，伴严重或一般并发症与合并症
MZ15 其他男性生殖系统疾患，不伴并发症或合并症
NA19 女性生殖器官恶性肿瘤的广泛切除手术
NA29 女性生殖器官恶性肿瘤除广泛切除术以外的手术
NB19 女性生殖系统重建手术
NC19 子宫（除子宫腔内病变以外）手术
ND19 附件手术
NE11 子宫腔内病变手术，伴有严重并发症或合并症
NE1B 子宫腔内病变手术，不伴严重并发症与合并症
NF19 外阴、阴道、宫颈手术
NG19 辅助生殖技术
NJ1A 女性生殖系统其他手术，伴严重或一般并发症与合并症
NJ15 女性生殖系统其他手术，不伴并发症或合并症
NQY N_歧义组
NR1A 女性生殖系统恶性肿瘤，伴严重或一般并发症与合并症
NR15 女性生殖系统恶性肿瘤，不伴并发症或合并症
NS19 女性生殖系感染
NZ11 女性生殖系统其他疾患，伴有严重并发症或合并症
NZ1B 女性生殖系统其他疾患，不伴严重并发症与合并症
OB19 剖宫产术
OC19 阴道分娩伴手术操作
OD19 与妊娠相关的子宫及附件手术
OD29 与妊娠相关的的外阴、阴道及宫颈手术
OE19 异位妊娠手术
OF19 中期引产手术操作
OF29 早期流产手术操作
